District,Chiefdom,Name of PHU,Community,School Name,School enrollment
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,FALABA ROAD  (BAKEH LOKO),ROMAN CATHOLIC PRIMARY SCHOOL SENIOR BOYS,188
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,TANENEH - BIG WHALF (BAKEH LOKO),KHULAFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,300
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,CONTEH STREET (BAKEH LOKO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,230
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,CONTEH STREET (BAKEH LOKO),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL SENIOR,155
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,LAWRENCE STREET (BAKEH LOKO),JOHANNA KUTVENHOVEN MODEL PRIMARY SCHOOL,396
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,UPPER FALABA (BAKEH LOKO),WISDOM CATHEDRAL ACADEMY PRIMARY SCHOOL,204
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,MODU STREET (BAKEH LOKO),SANBIBI PRIMARY SCHOOL PORT LOKO,379
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,SHERIFA STREET ,DORIS AND DORA PRIMARY SCHOOL,341
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,BRIMA LANE,HOME ECONOMIC PRIMARY SCHOOL,216
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,SENDUGU ROAD,ACKRONET PRIMARY SCHOOL,157
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,CAPALMAS,HAMJANET PRIMARY SCHOOL,122
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,ALAMA,ACCADEMY PRIMARY SCHOOL,158
PORT LOKO,BAKEH LOKO,Under Fives Clinic Port Loko,Queen Areana,ALUMARI PRIMARY SCHOOL,182
PORT LOKO,KOYA,Warima MCHP,WAREMA (KOYA),ROMAN CATHOLIC PRIMARY SCHOOL,404
PORT LOKO,KOYA,Warima MCHP,ROLOKO (KOYA),COMMUNITY PRIMARY SCHOOL,150
PORT LOKO,KOYA,Warima MCHP,MAKARABAY (KOYA),MAKA MOIYATU ISLAMIC PRIMARY MAKARABAY,269
PORT LOKO,KAFFU BULLOM,YONGORO CHC,ROTIFUNK (KAFFU BULLOM),THE WORD OF LIFE BILINGUAL PRIMARY SCHOOL,301
PORT LOKO,KAFFU BULLOM,YONGORO CHC,YONGORO TOWN (KAFFU BULLOM),SAINT ANN ROMAN CATHOLIC PRIMARY SCHOOL,564
PORT LOKO,KAFFU BULLOM,YONGORO CHC,GBAINTY BONLOR (KAFFU BULLOM),KULAIFAI RASHIDEEN ISLAMIC PRIMARY SCHOOL,202
PORT LOKO,KAFFU BULLOM,YONGORO CHC,THOLMOLSO (KAFFU BULLOM),PURE LIFE PRIMARY SCHOOL,204
PORT LOKO,KAFFU BULLOM,YONGORO CHC,THOLMOLSO (KAFFU BULLOM),IHSAN COMMUNITY PRIMARY SCHOOL,153
PORT LOKO,KAFFU BULLOM,YONGORO CHC,ROTIFUNK (KAFFU BULLOM),SIERRA LEONE MUSLIM COMMUNITY SCHOOL LUNGI,377
PORT LOKO,KAFFU BULLOM,YONGORO CHC,THOLMOSOH,Smart Kids Academy Primary School,190
PORT LOKO,KAFFU BULLOM,YONGORO CHC,THOLMOSOH,New Hope Preparatory Academy School,0
PORT LOKO,KAFFU BULLOM,YONGORO CHC,THOLMOSOH,Future Leaders Primary School,107
PORT LOKO,KAFFU BULLOM,YONGORO CHC,YONGORO,Ihsan Community Primary School,273
PORT LOKO,KAFFU BULLOM,YONGORO CHC,YONGORO,Alhamdulillah Primary School,142
Pujehun,BARRI,Taninahun MCHP,MANO DAKONA (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,186
Pujehun,BARRI,Taninahun MCHP,TANINAHUN (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,331
Pujehun,BARRI,Potoru CHC,POTORU (BARRI),NEW LIFE CHRISTIAN PRIMARY SCHOOL,93
Pujehun,BARRI,Potoru CHC,POTORU (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,131
Pujehun,BARRI,Potoru CHC,POTORU (BARRI),Saadia NIM primary school,514
Pujehun,BARRI,Potoru CHC,POTORU (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,173
Pujehun,BARRI,Bandasuma CHC,SEMBEHUN DAKONA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,170
Pujehun,BARRI,Tambeyama MCHP,TAMBEYAMA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,173
Pujehun,BARRI,Tambeyama MCHP,BEVEHUN (BARRI),HILL TOP- PRIMARY SCHOOL,121
Pujehun,BARRI,Kundorwahun CHP,WOKOYA (BARRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,144
Pujehun,BARRI,Kundorwahun CHP,KUNDOWAHUN (BARRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,232
Pujehun,BARRI,Vaama CHP,SERABU (BARRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,278
Pujehun,BARRI,Vaama CHP,GOMBU (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,150
Pujehun,BARRI,Vaama CHP,KAMBAMA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,282
Pujehun,BARRI,Vaama CHP,NYANIAHUN (BARRI),ALKUDUS ISLAMIC PRIMARY SCHOOL,200
Pujehun,BARRI,Vaama CHP,VAAMA (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,296
Pujehun,BARRI,Saahun Barri MCHP,BUSSU (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,130
Pujehun,BARRI,Saahun Barri MCHP,MAPOIMA (BARRI),NATIONAL ISALIMIC PRIMARY SCHOOL,175
Pujehun,BARRI,Saahun Barri MCHP,SAHUN (BARRI),NATIONAL ISALIMIC PRIMARY SCHOOL,208
Pujehun,BARRI,Waiima MCHP,WAIMA (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,203
Pujehun,BARRI,Njaluahun CHP,NGEIYAWAMEI (BARRI),SIERRA LEONE CHURCH PRIMARY SCHOOL,178
Pujehun,BARRI,Njaluahun CHP,NYEAMA,PDEC primary school,166
Pujehun,BARRI,Njaluahun CHP,NJALUAHUN (BARRI),ROMAN CATHOLIC PRIMARY SCHOOL,335
Pujehun,BARRI,Njaluahun CHP,MOALA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,179
Pujehun,BARRI,Njaluahun CHP,NDEDEGAHUN (BARRI),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,101
Pujehun,BARRI,Jeoma MCHP,NJEWOMA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,298
Pujehun,BARRI,Jeoma MCHP,BATOMA (BARRI),NATIONAL ISLAMIC MUSLIM PRIMARY,237
Pujehun,BARRI,Bandasuma CHC,BADASUMA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,191
Pujehun,BARRI,Bandasuma CHC,"KOUMA, (BARRI)",ALFATHA PRIMARY,202
Pujehun,BARRI,Bandasuma CHC,BAMBAKOR (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,193
Pujehun,BARRI,Bandasuma CHC,DIA (BARRI),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,252
Pujehun,BARRI,Bandasuma CHC,NJALA BARRI (BARRI),AHMADIYYA MUSLIM PRIMARY SCHOOL,271
Pujehun,BARRI,Konia MCHP,KONIA BARRI (BARRI),AHMADIYYA MUSLIM PRIMARY SCHOOL,239
Pujehun,BARRI,Konia MCHP,GRIMA (BARRI),NATIONAL ISALIMIC PRIMARY SCHOOL,157
Pujehun,GALLINESS,Fonikoh MCHP,FONIKOH (GALLINESS),SAINT STEPHEN'S ROMAN CATHOLIC PRIMARY SCHOOL,240
Pujehun,GALLINESS,Fonikoh MCHP,FONIMA (GALLINESS),NATIONAL ISALIMIC PRIMARY SCHOOL,262
Pujehun,GALLINESS,Fonikoh MCHP,LIANGAY (GALLINESS),NATIONAL ISALIMIC PRIMARY SCHOOL,253
Pujehun,GALLINESS,Blama Massaquoi CHC,BLAMA MASSAQUOI (GALLINESS),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,237
Pujehun,GALLINESS,Blama Massaquoi CHC,BLAMA MASSAQUOI (GALLINESS),SAINT GEORGE'S ROMAN CATHOLIC PRIMARY SCHOOL,211
Pujehun,GALLINESS,Blama Massaquoi CHC,VAAHUN (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,180
Pujehun,GALLINESS,Blama Massaquoi CHC,NGONGO (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,288
Pujehun,GALLINESS,Bumpeh CHC,KONIA (GALLINESS),NATIONAL ISALIMIC PRIMARY SCHOOL,235
Pujehun,GALLINESS,Bumpeh CHC,BUMPEH (GALLINESS),SAINT PETER'S ROMAN CATHOLIC PRIMARY SCHOOL,327
Pujehun,GALLINESS,Bumpeh CHC,TOSSOR (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,101
Pujehun,GALLINESS,Fuyehun MCHP,FUNYEHUN (GALLINESS),AHMADIYYA MUSLIM PRIMARY SCHOOL,177
Pujehun,GALLINESS,Kpetema MCHP,KAKAYAMA (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,186
Pujehun,GALLINESS,Kpetema MCHP,KPETEMA (GALLINESS),ANSARUL ISLAMIC PRIMARY,121
Pujehun,GALLINESS,Saama Perri MCHP,MAMBO (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,146
Pujehun,GALLINESS,Kpowubu MCHP,SENEHUN (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,133
Pujehun,GALLINESS,Kpowubu MCHP,KOWUBU (GALLINESS),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,215
Pujehun,GALLINESS,Kpowubu MCHP,KPOWUBU (GALLINESS),NATIONAL ISALIMIC PRIMARY SCHOOL,250
Pujehun,GALLINESS,Kpowubu MCHP,FAYAMA (GALLINESS),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,240
Pujehun,GALLINESS,Makorma CHP,MAKORMA (GALLINESS),SIERRA LEONE CHURCH PRIMARY SCHOOL,329
Pujehun,GALLINESS,Bandama MCHP,BANDAMA (GALLINESS),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,110
Pujehun,KABONDE,Pehala CHC,PAHALA (KABONDE),ROMAN CATHOLIC PRIMARY SCHOOL,290
Pujehun,KABONDE,Pehala CHC,BELEBU (KABONDE),ISLAMIC CALL SOCIETY PRIMARY SCHOOL,125
Pujehun,KABONDE,Pehala CHC,NIAGOREHUN (KABONDE),AHMADIYYA MUSLIM PRIMARY SCHOOL,175
Pujehun,KABONDE,Pehala CHC,Gbamata (KABONDE),Gbamata Community Primary ,80
Pujehun,MALEN,Nianyahun Malen MCHP,NIANYAHUN (MALEN),ROMAN CATHOLIC PRIMARY SCHOOL,342
Pujehun,MALEN,Nianyahun Malen MCHP,BASSALEH (MALEN),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,153
Pujehun,MALEN,Nianyahun Malen MCHP,KANGASA KPAKA (KPAKA),NATIONAL ISALIMIC PRIMARY SCHOOL,151
Pujehun,MALEN,Nianyahun Malen MCHP,MOPANIE (PANGA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,292
Pujehun,MALEN,Nyadehun MCHP,NYANDEHUN (MALEN),ROMAN CATHOLIC PRIMARY SCHOOL,144
Pujehun,MALEN,Nyadehun MCHP,NJAMA (MALEN),KANKALAY ISLAMIC PRIMARY SCHOOL,200
Pujehun,MALEN,Nyadehun MCHP,LIBBY (MALEN),ACBC PRIMARY SCHOOL,165
Pujehun,MALEN,Hongai CHP,HINAI (MALEN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,257
Pujehun,MALEN,Hongai CHP,KORTUMAHUN (MALEN),PUJEHUN DISTRICT COUNCIL PRIMARY SCHOOL,197
Pujehun,MALEN,Hongai CHP,DAMAWO (MALEN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,210
Pujehun,MALEN,Hongai CHP,Bamba,R C Prinary school,0
Pujehun,MALEN,Sengema CHP,SENGEMA (MALEN),SAINT PATRICK ROMAN CATHOLIC PRIMARY SCHOOL,150
Pujehun,MALEN,Gardorhun MCHP,GANDORHUN (MALEN),SAINT JOSEPH ROMAN CATHOLIC PRIMARY SCHOOL,225
Pujehun,MALEN,Gardorhun MCHP,BANALLEH (MALEN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,196
Pujehun,MALEN,Bendu MCHP,BENDU (MALEN),UNITED METHODIST CHURCH PRIMARY SCHOOL,255
Pujehun,MALEN,Taninahun CHP,TANINAHUN (MALEN),SAINT THERESA ROMAN CATHOLIC PRIMARY SCHOOL,242
Pujehun,MALEN,Taninahun CHP,TANINAHUN (MALEN),NATIONAL ISALIMIC PRIMARY SCHOOL,57
Pujehun,MALEN,Taninahun CHP,MAALEY (MALEN),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,176
Pujehun,MALEN,Taninahun CHP,GBOYAMA (MALEN),NATIONAL ISALIMIC PRIMARY SCHOOL,259
Pujehun,MALEN,Jao MCHP,JAO (MALEN),SAINT PATRICK'S PRIMARY SCHOOL,237
Pujehun,MALEN,Jao MCHP,KPANGUMA (MALEN),COMMUNITY PRIMARY SCHOOL,132
Pujehun,MALEN,Jao MCHP,FAYAMA (MALEN),ROMAN CATHOLIC PRIMARY SCHOOL,152
Pujehun,MALEN,Sahn CHC,JUMBU (MALEN),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,190
Pujehun,MALEN,Sahn CHC,SAHN (MALEN),NATIONAL ISLAMIC MISSION PRIMARY SCHOOL,437
Pujehun,MALEN,Sahn CHC,SAHN MALEN (MALEN),CHRIST AMBASSADOR PRIMARY SCHOOL,98
Pujehun,MALEN,Sahn CHC,KPOMBU (MALEN),ROMAN CATHOLIC PRIMARY SCHOOL,191
Pujehun,MALEN,Sahn CHC,SAHN MALEN (MALEN),ROMAN CATHOLIC PRIMARY SCHOOL,488
Pujehun,MALEN,Sahn CHC,SAHN MALEN (MALEN),ABUKKAR MADJID PRIMARY SCHOOL,236
Pujehun,MALEN,Sahn CHC,SINJOH (MALEN),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,129
Pujehun,Malen,Sahn CHC,Sahn,Princely Generation Academy,35
Pujehun,MALEN,Sahn CHC,KASSAY (MALEN),NATIONAL ISALIMIC PRIMARY SCHOOL,181
Pujehun,KPAKA,Sahun Kpaka MCHP,BENDU (KPAKA),ANSARUL ISLAMIC PRIMARY SCHOOL,135
Pujehun,KPAKA,Sahun Kpaka MCHP,SAHUN (KPAKA),SIERRA LEONE CHURCH PRIMARY SCHOOL,441
Pujehun,KPAKA,Sahun Kpaka MCHP,SEMABU (KPAKA),COMMUNITY PRIMARY SCHOOL,327
Pujehun,KPAKA,Semabu MCHP,FAINDA (KPAKA),COMMUNITY PRIMARY SCHOOL,300
Pujehun,KPAKA,Semabu MCHP,Semabu (KPAKA),Semabu Community Primary School,327
Pujehun,KPAKA,Liyah MCHP,LIYAH (KPAKA),COMMUNITY PRIMARY SCHOOL,300
Pujehun,KPAKA,Fuyehun CHP,SINJO BANAKOR (KPAKA),COMMUNITY PRIMARY SCHOOL,250
Pujehun,KPAKA,Sumbuya Bessima CHP,SUAKO (KPAKA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,184
Pujehun,KPAKA,Sumbuya Bessima CHP,SUMBUYA (KPAKA),ANSARUL ISLAMIC PRIMARY,284
Pujehun,KPAKA,Sumbuya Bessima CHP,BAOMA KPAKA,NATIONAL  ISLAMIC  PRIMARY  SCHOOL,230
Pujehun,KPAKA,Massam CHC,Kuranko,ANSARUL ISLAMIC PRIMARY SCHOOL,249
Pujehun,KPAKA,Massam CHC,MASSAM- KPAKA (KPAKA),ANSARUL ISLAMIC PRIMARY SCHOOL,271
Pujehun,KPAKA,Massam CHC,MASSAM -KPAKA (KPAKA),SIERRA LEONE CHURCH PRIMARY SCHOOL,237
Pujehun,KPAKA,Massam CHC,NIAHUN (KPAKA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,192
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),SIERRA LEONE CHURCH PRIMARY SCHOOL,421
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),ROMAN CATHOLIC PRIMARY SCHOOL,637
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),AHMADIYYA MUSLIM PRIMARY SCHOOL,407
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,544
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),BAHRU DEEN ISLAMIC ORGANIZATION,148
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),FATIMA EL-ZAHRAH PRIMARY SCHOOL,76
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,222
Pujehun,MAKPELE,Zimmi CHC,ZIMMI (MAKPELE),AL-QUDUS ISLAMIC PRIMARY SCHOOL,590
Pujehun,MAKPELE,Gissiwolo MCHP,DARE-SALAM (MAKPELE),AHMADIYYA MUSLIM PRIMARY SCHOOL,218
Pujehun,MAKPELE,Gissiwolo MCHP,GISSIWULO (MAKPELE),AL-QUDUS ISLAMIC PRIMARY SCHOOL,307
Pujehun,MAKPELE,Gissiwolo MCHP,GISSIWULO (MAKPELE),AHMADIYYA MUSLIM PRIMARY SCHOOL,366
Pujehun,MAKPELE,Gissiwolo MCHP,NJALUAHUN (MAKPELE),AL-QUDUS ISLAMIC PRIMARY SCHOOL,152
Pujehun,MAKPELE,Gbaa CHP,GBAA (MAKPELE),AHMADIYYA MUSLIM PRIMARY SCHOOL,394
Pujehun,MAKPELE,Gbaa CHP,GBAA (MAKPELE),AL-QUDUS ISLAMIC PRIMARY SCHOOL,289
Pujehun,MAKPELE,Dumangbe MCHP,DUMANGBE (MAKPELE),NATIONAL ISALIMIC PRIMARY SCHOOL,290
Pujehun,MAKPELE,Gofor CHP,KENEMA SORO (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,237
Pujehun,MAKPELE,Gofor CHP,TUASU (MAKPELE),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,412
Pujehun,MAKPELE,Gofor CHP,GOFOR (MAKPELE),AL-QUDUS ISLAMIC PRIMARY,403
Pujehun,MAKPELE,Gofor CHP,GOFOR (MAKPELE),ROMAN CATHOLIC PRIMARY SCHOOL,286
Pujehun,MAKPELE,Gofor CHP,GAIMA 1-2 (SORO GBEMA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,200
Pujehun,MAKPELE,Gofor CHP,GONORHUN (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,321
Pujehun,MAKPELE,Gofor CHP,LEVUMA (SORO GBEMA),AHMADIYYA MUSLIM PRIMARY SCHOOL,330
Pujehun,MAKPELE,Gofor CHP,TOKORMA (MAKPELE),NATIONAL ISALIMIC PRIMARY SCHOOL,304
Pujehun,MAKPELE,Peiwa MCHP,PEWA (MAKPELE),NATIONAL ISALIMIC PRIMARY SCHOOL,175
Pujehun,MAKPELE,Gbahama MCHP,GBAHAMA (MAKPELE),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,326
Pujehun,MAKPELE,Ndombu MCHP,NDOMBU (MAKPELE),AL-FATTAH ISLAMIC PRIMARY SCHOOL,168
Pujehun,MANO SAKRIM,Nyandehun (MSK) MCHP,NYADEHUN (MANO SAKRIM),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,143
Pujehun,MANO SAKRIM,Nyandehun (MSK) MCHP,GBOMUKOR (MANO SAKRIM),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,185
Pujehun,MANO SAKRIM,Nyandehun (MSK) MCHP,BELEBU (KPAKA),NATIONAL ISALIMIC PRIMARY SCHOOL,161
Pujehun,MANO SAKRIM,Kassay MCHP,KASSAY (MANO SAKRIM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,234
Pujehun,MANO SAKRIM,Kassay MCHP,MOSSINEH (MANO SAKRIM),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,214
Pujehun,MANO SAKRIM,Bengani MCHP,BENGANI (MANO SAKRIM),ROMAN CATHOLIC PRIMARY SCHOOL,308
Pujehun,MANO SAKRIM,Gombu MCHP,KAKAMA (MANO SAKRIM),COMMUNITY PRIMARY SCHOOL,152
Pujehun,MANO SAKRIM,Mano CHC,MANO GBONJEIMA (MANO SAKRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,273
Pujehun,MANO SAKRIM,Sumbuya bessima CHP,BOPANI (MANO SAKRIM),SIERRA LEONE CHURCH PRIMARY SCHOOL,179
Pujehun,MANO SAKRIM,Sebengu MCHP,Sebengu,Sebengu Community Primary School,73
Pujehun,MANO SAKRIM,Mende MCHP,KOINDU (KPAKA),KOINDU COMMUNITY PRIMARY SCHOOL,255
Pujehun,KPANGA,MCH Stati CHC,PUJEHUN TOWN (PANGA),AHMADIYYA MUSLIM PRIMARY SCHOOL,248
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,450
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),SIERRA LEONE UNITED ISLAMIC MISSION PRIMARY SCHOOL,183
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),NATIONAL ISALIMIC PRIMARY SCHOOL,307
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),HOLY ROSARY PRIMARY SCHOOL,371
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),EVERY NATION PRIMARY SCHOOL,330
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),ANSARUL ISLAMIC PRIMARY SCHOOL,274
Pujehun,KPANGA,MCH Static CHC,PUJEHUN TOWN (PANGA),UNITED BRETHEN IN CHRIST PRIMARY SCHOOL,124
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,158
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),WESLEY UNITED METHODIST CHURCH PRIMARY SCHOOL,210
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,365
Pujehun,KPANGA,MCH Static MCHP,PUJEHUN TOWN (PANGA),SAM S. ABU MEMORIAL PRIMARY SCHOOL PUJEHUN,137
Pujehun,KPANGA,MCH Static CHC,PUJEHUN TOWN (PANGA),QURANIC PRIMARY SCHOOL,194
Pujehun,KPANGA,MCH Static MCHP,BENGA (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,178
Pujehun,KPANGA,MCH Static CHC,PUJEHUN TOWN (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL BOYS,317
Pujehun,KPANGA,Taninahun Makemuma MCHP,TANINAHUN (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,191
Pujehun,KPANGA,Taninahun Makemuma MCHP,NGELIHUN SAMBA (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,286
Pujehun,KPANGA,Taninahun Makemuma MCHP,FULAWAHUN (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,194
Pujehun,PANGA,Sorbeh Grima MCHP,GOMBAHUN (PANGA),LIFE OF LIGHT PRIMARY SCHOOL,115
Pujehun,PANGA,Sorbeh Grima MCHP,SORBEH GRIMA (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,325
Pujehun,PANGA,Sorbeh Grima MCHP,MOKENGIE (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,332
Pujehun,PANGA,Sorbeh Grima MCHP,TANINAHUN PESSEH,PUJEHUN DISTRICT EDUCATION COMMITTEE SCHOOL,150
Pujehun,PANGA,Dandabu CHP,DANDABU (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,367
Pujehun,PANGA,Dandabu CHP,SERABU (PANGA),SAINT PAUL'S ROMAN CATHOLIC PRIMARY SCHOOL,337
Pujehun,PANGA,Dandabu CHP,DANDABU (PANGA),NATIONAL ISLAMIC PRIMARY SCHOOL,409
Pujehun,PANGA,Gbondapi CHC,GBONDAPI (PANGA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,193
Pujehun,PANGA,Gbondapi CHC,BATAHOL (PANGA),BATHAI PRIMARY SCHOOL,188
Pujehun,PANGA,Gbondapi CHC,BANDAKOR (PANGA),UNITED MUSLIM ASSOCIATION PRIMARY SCHOOL,172
Pujehun,PANGA,Gbondapi CHC,NAJAY (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,262
Pujehun,PANGA,Gbondapi CHC,GBONDAPI (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,299
Pujehun,KPANGA,Gibina MCHP,GIBINA (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,29
Pujehun,KPANGA,Gibina MCHP,YIKANDOR (PANGA),BAHAI PRIMARY SCHOOL,285
Pujehun,KPANGA,Salima MCHP,SALEMA (PANGA),ROMAN CATHOLIC PRIMARY SCHOOL,473
Pujehun,KPANGA,Salima MCHP,GONDAMA (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,194
Pujehun,KPANGA,Salima MCHP,LUGOIMA (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,187
Pujehun,KPANGA,Salima MCHP,Bakar,PDEC Bakar Bakoi ,169
Pujehun,PANGA,Mandeima MCHP,MANDEIMA (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,260
Pujehun,PANGA,Mandeima MCHP,GANGAMA (PANGA),SIERRA LEONE MUSLIM BROTHERHOOD PRIMARY SCHOOL,272
Pujehun,PANGA,Mandeima MCHP,BANDALAHUN (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,175
Pujehun,PANGA,Mandeima MCHP,KONGO (PANGA),SIERRA LEONE YOUTH MUSLIM MOVEMENT PRIMARY SCHOOL,180
Pujehun,PANGA,Bomu MCHP,BOMU SAMBA (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,307
Pujehun,PANGA,Bomu MCHP,DIAMEI (PANGA),DISTRICT EDUCATION COMMITTEE PRIMARY SCHOOL,383
Pujehun,PANGA,Bomu MCHP,MATPEMA (KPAKA),SIERRA LEONE CHURCH PRIMARY SCHOOL,325
